Transaction_ID,Sale_Date,Product_Category,Product_Name,Quantity_Sold,Unit_Price,Total_Sales,Stock_Received,Stock_Remaining,Store_Location
T0664,28-04-2025,Snacks,Nuts,1,246.68,246.68,106,105,Trichy
T0665,01-05-2025,Personal Care,Toothpaste,12,105.1,1261.2,341,329,Coimbatore
T0666,12-02-2025,Frozen Foods,Ice Cream,6,354.29,2125.74,122,116,Salem
T0667,29-06-2025,Bakery,Bread,7,496,3472,231,224,Madurai
T0668,31-01-2025,Dairy,Milk,13,42.49,552.37,214,201,Madurai
T0669,05-02-2025,Bakery,Cookies,14,450.29,6304.06,316,302,Chennai
T0670,24-11-2025,Frozen Foods,Frozen Fries,15,259.03,3885.45,63,48,Coimbatore
T0671,28-08-2025,Dairy,Cheese,5,106.24,531.2,144,139,Salem
T0672,24-01-2025,Groceries,Sugar,14,488.31,6836.34,156,142,Salem
T0673,06-03-2025,Dairy,Butter,18,218.36,3930.48,298,280,Chennai
T0674,03-04-2025,Personal Care,Soap,2,333.51,667.02,398,396,Madurai
T0675,15-04-2025,Frozen Foods,Frozen Peas,6,153.19,919.14,111,105,Trichy
T0676,31-01-2025,Personal Care,Lotion,14,416.91,5836.74,494,480,Madurai
T0677,17-11-2025,Snacks,Nuts,2,177.9,355.8,468,466,Trichy
T0678,15-07-2025,Beverages,Soft Drink,11,199.74,2197.14,358,347,Madurai
T0679,27-03-2025,Snacks,Biscuits,16,90.87,1453.92,377,361,Trichy
T0680,22-11-2025,Frozen Foods,Frozen Peas,6,465.65,2793.9,407,401,Madurai
T0681,11-10-2025,Snacks,Biscuits,19,83.19,1580.61,469,450,Coimbatore
T0682,16-11-2025,Dairy,Cheese,15,120.74,1811.1,487,472,Madurai
T0683,16-06-2025,Dairy,Butter,3,398.71,1196.13,448,445,Salem
T0684,24-09-2025,Snacks,Biscuits,17,356.25,6056.25,199,182,Chennai
T0685,19-12-2025,Bakery,Muffin,19,354.98,6744.62,430,411,Chennai
T0686,17-03-2025,Bakery,Cake,16,167.59,2681.44,62,46,Trichy
T0687,21-06-2025,Groceries,Wheat Flour,19,247.72,4706.68,448,429,Salem
T0688,11-04-2025,Personal Care,Shampoo,11,234.87,2583.57,255,244,Coimbatore
T0689,26-04-2025,Groceries,Salt,1,138.82,138.82,366,365,Madurai
T0690,24-03-2025,Snacks,Chocolate,4,394,1576,288,284,Coimbatore
T0691,18-04-2025,Beverages,Tea,12,439.03,5268.36,346,334,Coimbatore
T0692,05-06-2025,Beverages,Soft Drink,16,428.86,6861.76,200,184,Chennai
T0693,06-04-2025,Dairy,Milk,16,376.6,6025.6,140,124,Coimbatore
T0694,05-04-2025,Snacks,Biscuits,19,82.79,1573.01,484,465,Salem
T0695,12-04-2025,Bakery,Muffin,7,172.3,1206.1,317,310,Madurai
T0696,13-11-2025,Personal Care,Shampoo,16,114.91,1838.56,185,169,Madurai
T0697,08-12-2025,Snacks,Nuts,2,272.61,545.22,94,92,Trichy
T0698,11-06-2025,Snacks,Biscuits,7,278.53,1949.71,191,184,Coimbatore
T0699,18-01-2025,Groceries,Rice,7,311.49,2180.43,322,315,Salem
T0700,06-04-2025,Beverages,Soft Drink,20,105.9,2118,237,217,Chennai
T0701,27-07-2025,Beverages,Coffee,12,82.68,992.16,494,482,Madurai
T0702,03-07-2025,Beverages,Juice,4,379.69,1518.76,74,70,Salem
T0703,28-10-2025,Groceries,Rice,20,309.84,6196.8,435,415,Coimbatore
T0704,15-02-2025,Snacks,Chips,4,445.86,1783.44,259,255,Salem
T0705,06-08-2025,Beverages,Juice,12,486.85,5842.2,494,482,Coimbatore
T0706,21-04-2025,Personal Care,Soap,19,257.41,4890.79,495,476,Salem
T0707,03-05-2025,Snacks,Chips,13,362.68,4714.84,319,306,Madurai
T0708,03-09-2025,Groceries,Sugar,8,242.97,1943.76,167,159,Coimbatore
T0709,18-07-2025,Beverages,Tea,4,151.12,604.48,330,326,Madurai
T0710,29-08-2025,Dairy,Cheese,19,351.29,6674.51,96,77,Salem
T0711,23-11-2025,Personal Care,Lotion,13,20.04,260.52,190,177,Madurai
T0712,07-02-2025,Personal Care,Lotion,12,194.52,2334.24,396,384,Madurai
T0713,04-01-2025,Dairy,Milk,11,442.53,4867.83,148,137,Chennai
T0714,10-07-2025,Snacks,Chips,7,259.14,1813.98,338,331,Chennai
T0715,14-01-2025,Dairy,Milk,4,33.43,133.72,485,481,Trichy
T0716,25-07-2025,Dairy,Butter,13,29.87,388.31,294,281,Madurai
T0717,15-06-2025,Bakery,Bread,9,233.77,2103.93,228,219,Salem
T0718,30-11-2025,Snacks,Chocolate,2,188.17,376.34,385,383,Madurai
T0719,15-01-2025,Groceries,Wheat Flour,18,439.97,7919.46,220,202,Coimbatore
T0720,28-01-2025,Beverages,Soft Drink,12,140.11,1681.32,401,389,Trichy
T0721,08-07-2025,Snacks,Biscuits,18,289.49,5210.82,351,333,Chennai
T0722,11-05-2025,Personal Care,Soap,13,296.81,3858.53,374,361,Chennai
T0723,21-12-2025,Bakery,Muffin,2,102.17,204.34,359,357,Salem
T0724,30-05-2025,Personal Care,Lotion,5,51.52,257.6,466,461,Chennai
T0725,12-03-2025,Personal Care,Shampoo,16,350.18,5602.88,377,361,Coimbatore
T0726,29-09-2025,Dairy,Butter,20,24.6,492,440,420,Chennai
T0727,15-01-2025,Groceries,Wheat Flour,1,205.64,205.64,479,478,Coimbatore
T0728,16-02-2025,Dairy,Milk,18,485.97,8747.46,438,420,Trichy
T0729,13-04-2025,Snacks,Chips,8,465.34,3722.72,272,264,Trichy
T0730,23-09-2025,Snacks,Chocolate,19,167.91,3190.29,181,162,Chennai
T0731,19-03-2025,Snacks,Chocolate,8,225.18,1801.44,331,323,Madurai
T0732,19-07-2025,Snacks,Chips,15,484.53,7267.95,318,303,Chennai
T0733,31-10-2025,Dairy,Butter,16,383.84,6141.44,400,384,Coimbatore
T0734,02-11-2025,Bakery,Muffin,7,177.82,1244.74,271,264,Salem
T0735,09-04-2025,Groceries,Rice,8,372.3,2978.4,59,51,Trichy
T0736,27-12-2025,Dairy,Milk,10,52.35,523.5,409,399,Madurai
T0737,31-07-2025,Snacks,Biscuits,5,85.43,427.15,194,189,Chennai
T0738,01-04-2025,Frozen Foods,Ice Cream,13,449.11,5838.43,433,420,Chennai
T0739,25-07-2025,Groceries,Salt,14,200.46,2806.44,95,81,Salem
T0740,11-07-2025,Dairy,Butter,2,415.13,830.26,459,457,Trichy
T0741,27-07-2025,Groceries,Sugar,4,62.95,251.8,198,194,Madurai
T0742,08-06-2025,Frozen Foods,Frozen Fries,1,73.55,73.55,90,89,Salem
T0743,29-07-2025,Frozen Foods,Frozen Peas,19,242.36,4604.84,326,307,Trichy
T0744,11-06-2025,Groceries,Sugar,5,384.95,1924.75,403,398,Madurai
T0745,05-08-2025,Snacks,Chips,19,350.51,6659.69,121,102,Chennai
T0746,12-01-2025,Snacks,Biscuits,4,484.71,1938.84,394,390,Salem
T0747,07-06-2025,Personal Care,Toothpaste,12,347.61,4171.32,111,99,Madurai
T0748,12-02-2025,Bakery,Muffin,13,231.56,3010.28,134,121,Salem
T0749,13-09-2025,Bakery,Cookies,1,211.7,211.7,161,160,Salem
T0750,04-03-2025,Frozen Foods,Frozen Fries,13,50.48,656.24,289,276,Salem
T0751,20-03-2025,Personal Care,Shampoo,17,358.82,6099.94,499,482,Salem
T0752,26-12-2025,Groceries,Salt,11,421.63,4637.93,66,55,Chennai
T0753,19-03-2025,Snacks,Chocolate,15,242.79,3641.85,180,165,Trichy
T0754,05-06-2025,Personal Care,Shampoo,18,131.34,2364.12,322,304,Trichy
T0755,08-12-2025,Beverages,Coffee,5,278.3,1391.5,340,335,Coimbatore
T0756,08-06-2025,Beverages,Juice,9,313.07,2817.63,68,59,Chennai
T0757,02-10-2025,Snacks,Chocolate,9,217.96,1961.64,285,276,Chennai
T0758,13-12-2025,Groceries,Rice,7,172.09,1204.63,294,287,Salem
T0759,26-12-2025,Groceries,Wheat Flour,3,137.02,411.06,153,150,Madurai
T0760,31-07-2025,Dairy,Cheese,18,106.31,1913.58,432,414,Madurai
T0761,25-10-2025,Bakery,Bread,6,375.39,2252.34,79,73,Madurai
T0762,12-07-2025,Groceries,Sugar,2,202.75,405.5,285,283,Chennai
T0763,01-06-2025,Snacks,Biscuits,2,46.2,92.4,227,225,Chennai
T0764,20-09-2025,Personal Care,Soap,2,425.96,851.92,293,291,Salem
T0765,20-12-2025,Snacks,Biscuits,8,154.15,1233.2,196,188,Madurai
T0766,21-11-2025,Groceries,Wheat Flour,20,41.14,822.8,346,326,Chennai
T0767,08-04-2025,Snacks,Chips,11,78.37,862.07,260,249,Coimbatore
T0768,09-12-2025,Bakery,Muffin,20,360.6,7212,142,122,Coimbatore
T0769,11-12-2025,Snacks,Nuts,18,334.65,6023.7,302,284,Chennai
T0770,09-09-2025,Bakery,Cookies,12,205.57,2466.84,280,268,Salem
T0771,23-11-2025,Bakery,Muffin,16,82.72,1323.52,155,139,Chennai
T0772,24-09-2025,Snacks,Chocolate,14,453.48,6348.72,144,130,Coimbatore
T0773,19-07-2025,Snacks,Chocolate,14,223.9,3134.6,287,273,Coimbatore
T0774,31-12-2025,Bakery,Cookies,12,179.09,2149.08,111,99,Madurai
T0775,23-10-2025,Personal Care,Lotion,1,149.38,149.38,296,295,Coimbatore
T0776,28-03-2025,Beverages,Soft Drink,10,175.68,1756.8,332,322,Chennai
T0777,25-12-2025,Bakery,Cake,14,163.04,2282.56,127,113,Coimbatore
T0778,26-12-2025,Groceries,Sugar,14,108.87,1524.18,470,456,Chennai
T0779,18-03-2025,Personal Care,Toothpaste,2,185.56,371.12,274,272,Trichy
T0780,07-12-2025,Frozen Foods,Frozen Pizza,7,248.51,1739.57,167,160,Trichy
T0781,06-12-2025,Bakery,Cookies,16,354.21,5667.36,415,399,Salem
T0782,08-01-2025,Beverages,Tea,10,304,3040,281,271,Salem
T0783,08-11-2025,Snacks,Chips,20,87.26,1745.2,448,428,Chennai
T0784,26-09-2025,Dairy,Milk,17,434.01,7378.17,109,92,Coimbatore
T0785,07-09-2025,Snacks,Biscuits,6,254.44,1526.64,155,149,Madurai
T0786,03-01-2025,Groceries,Wheat Flour,6,266.89,1601.34,275,269,Madurai
T0787,11-03-2025,Groceries,Salt,14,403.65,5651.1,368,354,Chennai
T0788,04-11-2025,Groceries,Rice,10,234.52,2345.2,359,349,Trichy
T0789,21-04-2025,Beverages,Tea,4,193.43,773.72,469,465,Chennai
T0790,19-04-2025,Groceries,Salt,18,296.33,5333.94,201,183,Coimbatore
T0791,01-05-2025,Snacks,Nuts,1,396.67,396.67,232,231,Chennai
T0792,15-01-2025,Beverages,Soft Drink,17,212.43,3611.31,339,322,Coimbatore
T0793,04-01-2025,Dairy,Butter,18,306.34,5514.12,84,66,Salem
T0794,25-02-2025,Bakery,Cake,14,142.24,1991.36,423,409,Trichy
T0795,02-06-2025,Personal Care,Toothpaste,16,420.18,6722.88,221,205,Chennai
T0796,15-07-2025,Dairy,Cheese,18,122.88,2211.84,57,39,Coimbatore
T0797,27-02-2025,Groceries,Rice,15,106.08,1591.2,185,170,Chennai
T0798,06-01-2025,Frozen Foods,Ice Cream,18,212.14,3818.52,128,110,Trichy
T0799,08-10-2025,Groceries,Sugar,18,124.61,2242.98,199,181,Salem
T0800,12-02-2025,Snacks,Chips,13,336.07,4368.91,120,107,Trichy
T0801,23-04-2025,Bakery,Cake,17,223.31,3796.27,121,104,Coimbatore
T0802,01-12-2025,Dairy,Yogurt,11,385.65,4242.15,52,41,Salem
T0803,10-12-2025,Snacks,Biscuits,3,264.65,793.95,321,318,Trichy
T0804,11-10-2025,Frozen Foods,Ice Cream,4,46.35,185.4,79,75,Trichy
T0805,16-12-2025,Groceries,Rice,11,231.97,2551.67,414,403,Madurai
T0806,24-07-2025,Beverages,Soft Drink,17,421.7,7168.9,67,50,Chennai
T0807,26-04-2025,Snacks,Nuts,7,301.6,2111.2,444,437,Coimbatore
T0808,27-01-2025,Groceries,Rice,14,96.78,1354.92,400,386,Chennai
T0809,03-04-2025,Personal Care,Toothpaste,1,368.1,368.1,72,71,Trichy
T0810,08-04-2025,Bakery,Cookies,9,497.16,4474.44,188,179,Trichy
T0811,18-03-2025,Frozen Foods,Frozen Peas,6,142.41,854.46,316,310,Salem
T0812,29-12-2025,Bakery,Cake,20,439.12,8782.4,441,421,Madurai
T0813,28-10-2025,Groceries,Salt,18,425.54,7659.72,232,214,Chennai
T0814,16-05-2025,Bakery,Muffin,6,21.28,127.68,477,471,Salem
T0815,06-10-2025,Personal Care,Lotion,5,297.04,1485.2,115,110,Coimbatore
T0816,13-11-2025,Personal Care,Shampoo,15,486.25,7293.75,205,190,Trichy
T0817,26-03-2025,Personal Care,Shampoo,9,54.71,492.39,433,424,Chennai
T0818,24-11-2025,Beverages,Tea,8,302.52,2420.16,158,150,Salem
T0819,04-01-2025,Beverages,Soft Drink,16,457.49,7319.84,180,164,Madurai
T0820,12-08-2025,Dairy,Yogurt,1,229.06,229.06,194,193,Madurai
T0821,04-11-2025,Personal Care,Lotion,2,265.8,531.6,493,491,Chennai
T0822,31-07-2025,Snacks,Biscuits,16,268.08,4289.28,250,234,Salem
T0823,17-08-2025,Personal Care,Soap,14,374.4,5241.6,310,296,Madurai
T0824,26-05-2025,Beverages,Juice,4,458.37,1833.48,269,265,Trichy
T0825,02-09-2025,Beverages,Tea,5,289.04,1445.2,490,485,Salem
T0826,18-09-2025,Dairy,Yogurt,7,324.45,2271.15,232,225,Coimbatore
T0827,10-10-2025,Beverages,Soft Drink,6,45.15,270.9,50,44,Trichy
T0828,17-11-2025,Groceries,Rice,18,295.06,5311.08,348,330,Trichy
T0829,02-04-2025,Groceries,Rice,15,387.91,5818.65,371,356,Coimbatore
T0830,09-02-2025,Frozen Foods,Frozen Pizza,14,226.22,3167.08,453,439,Coimbatore
T0831,23-01-2025,Snacks,Chips,15,242.33,3634.95,216,201,Coimbatore
T0832,04-03-2025,Groceries,Salt,11,148.49,1633.39,214,203,Madurai
T0833,30-08-2025,Groceries,Wheat Flour,11,448.44,4932.84,150,139,Chennai
T0834,05-02-2025,Beverages,Coffee,3,406.77,1220.31,497,494,Trichy
T0835,08-08-2025,Frozen Foods,Frozen Peas,11,22.63,248.93,273,262,Trichy
T0836,24-07-2025,Snacks,Nuts,13,425.4,5530.2,406,393,Salem
T0837,24-04-2025,Personal Care,Soap,16,163.72,2619.52,391,375,Trichy
T0838,29-03-2025,Personal Care,Soap,10,398.05,3980.5,313,303,Trichy
T0839,31-10-2025,Frozen Foods,Frozen Fries,20,406.29,8125.8,409,389,Chennai
T0840,13-11-2025,Snacks,Nuts,14,110.81,1551.34,237,223,Madurai
T0841,27-01-2025,Groceries,Sugar,11,147.92,1627.12,149,138,Chennai
T0842,15-03-2025,Personal Care,Shampoo,16,225.03,3600.48,350,334,Trichy
T0843,19-12-2025,Bakery,Cake,18,263.57,4744.26,207,189,Coimbatore
T0844,28-05-2025,Frozen Foods,Frozen Fries,10,297.58,2975.8,462,452,Madurai
T0845,17-08-2025,Frozen Foods,Frozen Pizza,7,170.46,1193.22,298,291,Madurai
T0846,15-06-2025,Groceries,Wheat Flour,12,354.27,4251.24,296,284,Coimbatore
T0847,28-05-2025,Frozen Foods,Frozen Peas,15,320.39,4805.85,347,332,Trichy
T0848,09-08-2025,Personal Care,Shampoo,6,328.28,1969.68,492,486,Madurai
T0849,09-08-2025,Dairy,Butter,10,398.07,3980.7,233,223,Trichy
T0850,26-11-2025,Bakery,Cake,16,250.37,4005.92,353,337,Coimbatore
T0851,11-07-2025,Personal Care,Lotion,19,464.46,8824.74,301,282,Salem
T0852,10-09-2025,Snacks,Nuts,12,100.05,1200.6,152,140,Madurai
T0853,07-11-2025,Bakery,Muffin,4,57.99,231.96,348,344,Coimbatore
T0854,13-10-2025,Beverages,Tea,3,294.46,883.38,50,47,Trichy
T0855,03-06-2025,Personal Care,Soap,17,413.88,7035.96,319,302,Salem
T0856,19-01-2025,Groceries,Wheat Flour,6,474.01,2844.06,298,292,Chennai
T0857,28-01-2025,Beverages,Coffee,10,455.41,4554.1,472,462,Salem
T0858,31-08-2025,Personal Care,Soap,2,39.55,79.1,320,318,Madurai
T0859,29-03-2025,Frozen Foods,Frozen Pizza,9,405.13,3646.17,91,82,Coimbatore
T0860,17-07-2025,Personal Care,Shampoo,1,121.02,121.02,343,342,Madurai
T0861,15-11-2025,Personal Care,Lotion,7,212.95,1490.65,83,76,Coimbatore
T0862,19-11-2025,Groceries,Sugar,18,420.71,7572.78,160,142,Salem
T0863,04-12-2025,Personal Care,Toothpaste,3,224.5,673.5,96,93,Trichy
T0864,30-01-2025,Bakery,Muffin,11,235.57,2591.27,310,299,Chennai
T0865,12-06-2025,Bakery,Cake,10,125.02,1250.2,58,48,Salem
T0866,12-11-2025,Beverages,Coffee,15,420.81,6312.15,199,184,Trichy
T0867,02-05-2025,Bakery,Cookies,7,417.99,2925.93,334,327,Trichy
T0868,30-03-2025,Bakery,Bread,11,386.69,4253.59,73,62,Chennai
T0869,19-08-2025,Personal Care,Toothpaste,17,319.71,5435.07,469,452,Salem
T0870,12-08-2025,Dairy,Milk,10,217.81,2178.1,109,99,Madurai
T0871,23-07-2025,Bakery,Muffin,6,329.85,1979.1,117,111,Coimbatore
T0872,23-04-2025,Groceries,Wheat Flour,18,137.16,2468.88,432,414,Trichy
T0873,17-02-2025,Frozen Foods,Ice Cream,13,245.63,3193.19,345,332,Madurai
T0874,19-06-2025,Personal Care,Shampoo,9,71.23,641.07,443,434,Chennai
T0875,11-11-2025,Bakery,Muffin,19,143.22,2721.18,257,238,Madurai
T0876,06-05-2025,Dairy,Milk,12,137.09,1645.08,234,222,Madurai
T0877,25-10-2025,Bakery,Muffin,5,80.91,404.55,293,288,Coimbatore
T0878,11-01-2025,Snacks,Biscuits,1,248.13,248.13,477,476,Chennai
T0879,08-07-2025,Bakery,Cake,8,436.02,3488.16,223,215,Salem
T0880,08-11-2025,Beverages,Coffee,6,102.41,614.46,64,58,Madurai
T0881,06-06-2025,Bakery,Cake,6,95.38,572.28,335,329,Chennai
T0882,16-09-2025,Snacks,Biscuits,10,263.91,2639.1,163,153,Salem
T0883,18-06-2025,Personal Care,Lotion,17,356.13,6054.21,207,190,Chennai
T0884,18-10-2025,Dairy,Milk,8,491.89,3935.12,242,234,Coimbatore
T0885,10-07-2025,Dairy,Milk,19,313.14,5949.66,149,130,Trichy
T0886,08-10-2025,Dairy,Cheese,13,373.17,4851.21,236,223,Chennai
T0887,01-02-2025,Beverages,Juice,18,266.57,4798.26,437,419,Madurai
T0888,06-05-2025,Bakery,Bread,13,270.7,3519.1,499,486,Coimbatore
T0889,15-10-2025,Dairy,Butter,1,123.84,123.84,126,125,Chennai
T0890,12-08-2025,Personal Care,Lotion,4,439.32,1757.28,155,151,Madurai
T0891,22-07-2025,Snacks,Nuts,17,42.08,715.36,119,102,Trichy
T0892,03-03-2025,Bakery,Cookies,7,294.69,2062.83,101,94,Salem
T0893,05-10-2025,Beverages,Tea,12,390.1,4681.2,301,289,Salem
T0894,19-02-2025,Dairy,Butter,5,291.17,1455.85,434,429,Coimbatore
T0895,01-01-2026,Dairy,Butter,15,382.91,5743.65,263,248,Madurai
T0896,02-02-2025,Snacks,Biscuits,1,84.84,84.84,413,412,Chennai
T0897,02-05-2025,Frozen Foods,Ice Cream,15,34.6,519,494,479,Salem
T0898,13-09-2025,Beverages,Coffee,2,38.89,77.78,372,370,Madurai
T0899,18-01-2025,Personal Care,Lotion,7,355.32,2487.24,221,214,Chennai
T0900,20-05-2025,Personal Care,Lotion,18,130.28,2345.04,182,164,Madurai
T0901,16-11-2025,Dairy,Butter,4,99.68,398.72,471,467,Madurai
T0902,26-02-2025,Beverages,Juice,5,297.12,1485.6,305,300,Trichy
T0903,20-10-2025,Beverages,Coffee,7,49.53,346.71,101,94,Madurai
T0904,06-03-2025,Personal Care,Lotion,12,194.86,2338.32,318,306,Madurai
T0905,08-05-2025,Groceries,Salt,11,433.57,4769.27,65,54,Coimbatore
T0906,21-12-2025,Beverages,Soft Drink,2,64.84,129.68,212,210,Trichy
T0907,02-08-2025,Bakery,Cake,9,159.74,1437.66,146,137,Chennai
T0908,11-09-2025,Frozen Foods,Frozen Peas,3,187,561,180,177,Trichy
T0909,26-03-2025,Frozen Foods,Frozen Fries,4,242.92,971.68,92,88,Madurai
T0910,20-04-2025,Personal Care,Shampoo,20,434.52,8690.4,417,397,Salem
T0911,06-06-2025,Dairy,Yogurt,20,395.57,7911.4,89,69,Madurai
T0912,14-08-2025,Bakery,Cookies,14,48.87,684.18,252,238,Chennai
T0913,20-11-2025,Frozen Foods,Ice Cream,13,28.91,375.83,437,424,Coimbatore
T0914,23-10-2025,Beverages,Soft Drink,18,36.86,663.48,290,272,Salem
T0915,29-08-2025,Groceries,Salt,12,321.33,3855.96,188,176,Chennai
T0916,24-11-2025,Frozen Foods,Frozen Fries,15,479.62,7194.3,181,166,Trichy
T0917,16-07-2025,Beverages,Tea,5,108.43,542.15,185,180,Chennai
T0918,08-07-2025,Bakery,Cookies,13,483.4,6284.2,99,86,Trichy
T0919,30-11-2025,Dairy,Cheese,5,319.51,1597.55,130,125,Coimbatore
T0920,19-10-2025,Snacks,Biscuits,15,60.14,902.1,364,349,Coimbatore
T0921,12-10-2025,Beverages,Soft Drink,19,410.89,7806.91,423,404,Chennai
T0922,11-02-2025,Snacks,Chips,20,447.24,8944.8,413,393,Madurai
T0923,27-10-2025,Beverages,Soft Drink,12,81.72,980.64,170,158,Chennai
T0924,25-04-2025,Personal Care,Lotion,8,449.37,3594.96,423,415,Coimbatore
T0925,17-03-2025,Personal Care,Soap,1,245.88,245.88,152,151,Chennai
T0926,11-05-2025,Personal Care,Toothpaste,6,172.58,1035.48,208,202,Salem
T0927,22-03-2025,Groceries,Rice,14,47.87,670.18,134,120,Madurai
T0928,12-07-2025,Bakery,Bread,3,193.87,581.61,369,366,Madurai
T0929,23-08-2025,Frozen Foods,Frozen Pizza,17,252.87,4298.79,288,271,Trichy
T0930,05-01-2025,Personal Care,Shampoo,11,492.95,5422.45,266,255,Chennai
T0931,16-12-2025,Beverages,Coffee,11,226.46,2491.06,201,190,Trichy
T0932,13-10-2025,Beverages,Soft Drink,11,299.62,3295.82,266,255,Coimbatore
T0933,24-02-2025,Personal Care,Soap,13,425.62,5533.06,169,156,Chennai
T0934,07-06-2025,Beverages,Tea,9,288.53,2596.77,229,220,Chennai
T0935,27-06-2025,Groceries,Salt,7,189.43,1326.01,198,191,Salem
T0936,12-12-2025,Dairy,Butter,19,422.86,8034.34,138,119,Salem
T0937,10-09-2025,Personal Care,Lotion,18,290.47,5228.46,135,117,Chennai
T0938,09-05-2025,Bakery,Bread,14,355.78,4980.92,452,438,Trichy
T0939,12-10-2025,Dairy,Cheese,5,485.83,2429.15,332,327,Chennai
T0940,25-04-2025,Groceries,Wheat Flour,19,230.28,4375.32,337,318,Madurai
T0941,04-06-2025,Bakery,Cookies,20,303.87,6077.4,124,104,Madurai
T0942,24-05-2025,Personal Care,Soap,9,96.16,865.44,375,366,Madurai
T0943,30-12-2025,Groceries,Salt,12,132.94,1595.28,194,182,Coimbatore
T0944,22-03-2025,Snacks,Biscuits,6,217.96,1307.76,225,219,Chennai
T0945,04-12-2025,Groceries,Salt,2,320.21,640.42,128,126,Coimbatore
T0946,13-12-2025,Frozen Foods,Frozen Peas,12,148.98,1787.76,384,372,Madurai
T0947,21-04-2025,Frozen Foods,Ice Cream,20,206.38,4127.6,370,350,Madurai
T0948,17-08-2025,Beverages,Soft Drink,1,252.44,252.44,206,205,Chennai
T0949,25-11-2025,Personal Care,Toothpaste,14,396.88,5556.32,87,73,Salem
T0950,12-01-2025,Personal Care,Soap,14,334.19,4678.66,462,448,Trichy
T0951,26-10-2025,Dairy,Butter,11,320.52,3525.72,392,381,Coimbatore
T0952,08-06-2025,Bakery,Cookies,3,464.06,1392.18,421,418,Chennai
T0953,09-12-2025,Beverages,Soft Drink,6,457.54,2745.24,130,124,Coimbatore
T0954,03-05-2025,Bakery,Cake,18,493.51,8883.18,109,91,Chennai
T0955,30-07-2025,Bakery,Muffin,3,302.69,908.07,74,71,Chennai
T0956,27-01-2025,Snacks,Biscuits,15,254.55,3818.25,105,90,Trichy
T0957,04-04-2025,Groceries,Salt,10,442.67,4426.7,208,198,Salem
T0958,05-02-2025,Bakery,Cookies,1,151.25,151.25,497,496,Coimbatore
T0959,12-05-2025,Personal Care,Lotion,13,233.81,3039.53,430,417,Chennai
T0960,16-05-2025,Personal Care,Lotion,7,449.31,3145.17,403,396,Coimbatore
T0961,20-12-2025,Beverages,Soft Drink,11,294.14,3235.54,252,241,Madurai
T0962,03-10-2025,Beverages,Coffee,7,439.31,3075.17,352,345,Chennai
T0963,05-12-2025,Bakery,Muffin,1,257.33,257.33,452,451,Salem
T0964,08-07-2025,Groceries,Rice,19,462.87,8794.53,440,421,Trichy
T0965,22-11-2025,Personal Care,Lotion,20,299.75,5995,162,142,Coimbatore
T0966,20-01-2025,Frozen Foods,Frozen Fries,12,20.77,249.24,336,324,Coimbatore
T0967,17-02-2025,Dairy,Milk,11,168.21,1850.31,392,381,Trichy
T0968,02-01-2025,Groceries,Wheat Flour,2,189.09,378.18,197,195,Madurai
T0969,20-01-2025,Groceries,Rice,6,169.9,1019.4,447,441,Trichy
T0970,15-04-2025,Snacks,Nuts,18,419.92,7558.56,477,459,Chennai
T0971,12-04-2025,Bakery,Bread,5,367.8,1839,266,261,Salem
T0972,10-05-2025,Groceries,Sugar,1,327.97,327.97,392,391,Coimbatore
T0973,10-12-2025,Personal Care,Lotion,19,300.5,5709.5,369,350,Trichy
T0974,18-11-2025,Bakery,Muffin,7,470.35,3292.45,467,460,Trichy
T0975,07-05-2025,Bakery,Cookies,16,426.07,6817.12,305,289,Madurai
T0976,14-07-2025,Personal Care,Lotion,10,275.62,2756.2,295,285,Madurai
T0977,02-08-2025,Frozen Foods,Frozen Pizza,11,191.98,2111.78,431,420,Chennai
T0978,03-08-2025,Groceries,Salt,18,408.24,7348.32,468,450,Salem
T0979,24-11-2025,Personal Care,Toothpaste,9,131.78,1186.02,208,199,Trichy
T0980,16-11-2025,Personal Care,Toothpaste,14,148.59,2080.26,323,309,Chennai
T0981,17-12-2025,Frozen Foods,Frozen Pizza,14,357.32,5002.48,295,281,Coimbatore
T0982,22-06-2025,Dairy,Yogurt,3,54.84,164.52,225,222,Madurai
T0983,09-02-2025,Dairy,Butter,13,371.74,4832.62,303,290,Trichy
T0984,26-02-2025,Personal Care,Toothpaste,9,98.13,883.17,239,230,Salem
T0985,19-04-2025,Dairy,Milk,7,148.22,1037.54,368,361,Madurai
T0986,25-12-2025,Frozen Foods,Frozen Pizza,8,368.42,2947.36,472,464,Trichy
T0987,06-11-2025,Personal Care,Toothpaste,9,47.35,426.15,368,359,Trichy
T0988,22-09-2025,Frozen Foods,Frozen Fries,5,161.89,809.45,462,457,Madurai
T0989,02-10-2025,Groceries,Rice,15,439.01,6585.15,382,367,Chennai
T0990,20-12-2025,Dairy,Milk,15,489.81,7347.15,430,415,Chennai
T0991,23-07-2025,Groceries,Rice,15,443.44,6651.6,191,176,Salem
T0992,30-05-2025,Snacks,Nuts,1,417.53,417.53,425,424,Salem
T0993,26-03-2025,Dairy,Butter,8,214.19,1713.52,355,347,Trichy
T0994,09-10-2025,Beverages,Soft Drink,16,109.48,1751.68,184,168,Trichy
T0995,18-10-2025,Frozen Foods,Frozen Peas,14,354.49,4962.86,149,135,Coimbatore
T0996,10-11-2025,Personal Care,Toothpaste,2,380.31,760.62,303,301,Chennai
