S_id,Area,City,Restaurant,Price,Avg_rating,Total_rating,Food_type,Address,Delivery_time
448,Mangawadi,Pune,Akshay Court,550,2.9,80,"North Indian,Chinese,Seafood,Biryani",Near Bharat Jyoti Bus Stop,60
449,Khar West,Mumbai,Shiv Sagar,250,4.4,500,South Indian  Continental  Beverages  Ice Cream,Khar West Sv Road,56
450,Shaniwar Peth,Pune,Faasos,200,4.3,100,"Combo,Snacks,Beverages,Desserts,Indian",Shaniwar Peth,30
451,Kondhwa,Pune,Cafe India,200,4.3,100,"Snacks,Fast Food,Street Food,Beverages",Nibm Kondhwa,70
452,T. Nagar,Chennai,Zuka,800,4.5,100,"Desserts,Bakery",Tnagar,64
453,Anna Nagar,Chennai,Parambriym,600,4.2,20,"Biryani,South Indian,Indian",Anna Nagar West,63
454,Bowbazar,Kolkata,Masala Wok Bar & Kitchen,600,2.9,80,"Indian,Chinese",Hind Inox,45
455,Lake Town,Kolkata,Aatithya,400,2.9,80,"Chinese,Bengali",Near Third Park Block B,75
456,Alipore,Kolkata,Red Kitchen & Lounge,1000,4,20,"North Indian,Chinese",Indside Alipore Bazaar,82
457,Ballygunge,Kolkata,Red Hot Chilli Pepper,1000,4.4,100,Chinese,Ballygunge Circular Road,62
458,East Kolkata Township,Kolkata,The Howrah Bridge,250,4.2,100,"North Indian,Chinese,Fast Food,South Indian",Opposite Acropolis Mall,77
459,Central Market Punjabi Bagh,Delhi,Dimsum Vs Sushi,1100,4,100,"Japanese,Pan-Asian,Chinese",Bhagwan Das Nagar,71
460,Ghatkopar West,Mumbai,Rk Wine And Dine,700,4.3,100,"Mughlai,North Indian,Chinese",Lbs Marg,53
461,Koramangala,Bangalore,Sultans Of Spice,599,4.3,50,"North Indian,Chinese,Biryani",Koramangala 5Th Block,60
462,Indiranagar,Bangalore,Nandhana Palace,500,4.1,500,"Biryani,Andhra,South Indian,North Indian",Amarjyothi Layout,58
463,Anna Nagar,Chennai,Cafe Arabica,700,4.4,500,"Italian,Continental,Arabian,Bakery",Anna Nagarr,60
464,Andheri East,Mumbai,Dimsum (Momo) Express,200,4.1,100,Asian,Jb Nagar,54
465,Koramangala,Bangalore,30 Square,300,2.9,80,Chinese,Khb Colony 5Th Block,64
466,Anna Nagar West Extension,Chennai,Hotel Pentagon,350,4.1,20,"Chinese,North Indian,South Indian",Thirumangalam,73
467,Ballygunge,Kolkata,China Whites,1000,4.1,50,"Indian,Chinese",Near Prapti,73
468,Park Street Area,Kolkata,Gabbar'S Bar & Kitchen,1400,2.9,80,"North Indian,Chinese",Inside Jubilee Court Building,74
469,Delhi,Delhi,Sfc Soya Chaap ( Shalimar Bagh),200,4.1,100,"Snacks,North Indian,Chinese,Fast Food,Indian,Kebabs",Shalimar Bagh,64
470,Sector 8 Rohini,Delhi,Rolls 57 By Vhc,150,2.9,80,"Italian,Snacks,Desserts,Continental,Beverages,Combo",Netaji Subhash Place,49
471,Paschim Vihar,Delhi,Sunil Momos.Com,300,3.3,100,Fast Food,Paschim Vihar,52
472,Kurla,Mumbai,Deluxe Restaurant,400,4.2,500,"Mughlai,Chinese",Kurla,33
473,Gariahat,Kolkata,Hungry Tide,350,4.5,1000,"Chinese,Continental,Fast Food,Snacks",Hindustan Park,71
474,Taltala,Kolkata,Mezban Ripon Street,300,3.9,1000,"Indian,Biryani,Chinese,Tandoor",Near Dustarkhwan,48
475,Bhowanipore,Kolkata,Deli Cravings,650,4.2,50,"Italian,Steakhouse,Continental",Near Chrome Hotel,66
476,Taltala,Kolkata,Tea Junction,150,4,50,Beverages  Snacks  Desserts,Beside New Empire Cinema Hall,42
477,Aundh,Pune,Sarjaa Restaurant & Bar,1100,4.3,100,"Mughlai,North Indian,Chinese,Seafood",Next To Goodwill Society Iti Road,65
478,Old Sangvi,Pune,Mukul'S Eastern Spice,300,4,500,"North Indian,Chinese",Old Sanghvi,63
479,Powai,Mumbai,Hoddogs,250,3.7,50,"American,Fast Food",Near Liberty Industrial Estate,50
480,Chembur,Mumbai,Malvan Tadka,250,4.2,50,"North Indian,Chinese,Malwani,Maharashtrian",Near Surana Sethia Hospital,56
481,Sion,Mumbai,Aparna,750,4.5,50,"Mughlai,North Indian,Chinese,South Indian",Sion Railway Station,50
482,Anna Nagar,Chennai,Asian Station,1400,4.5,100,Asian,Croma Building,66
483,Teynampet,Chennai,New Seoul,1500,4.3,20,"Japanese,Korean",406 3Rd Floor,64
484,Bidhannagar,Kolkata,10 Downing Street,1000,4,20,"North Indian,Chinese,Continental",Near Rdb Cinema Hall,78
485,Bidhannagar,Kolkata,Calcutta 64,550,4.4,100,Continental,Sector 1,60
486,Sreebhumi,Kolkata,Anir'S,400,4.2,100,"Mughlai,Chinese,Tandoor,Biryani,Fast Food",Cesc Office Laketown (Nd Near Jaya Cinema),72
487,Mumbai,Mumbai,Sindhi Society Gymkhana( Aparna Caters),400,4.1,1000,North Indian,Sindhi Society,46
488,Tilak Nagar,Delhi,Dunkin Donuts,250,4.3,100,"Desserts,Bakery,Beverages,Fast Food,Combo",Pacific Mall,72
489,Sadashiv Peth,Pune,Sp'S Biryani House,600,4.2,500,"Biryani,North Indian,Indian,Maharashtrian",Tilak Road,37
490,Erandwane,Pune,Nisarg,1200,4.4,100,"North Indian,Seafood,Malwani",Opposite Padale Palace,48
491,Thousand Lights,Chennai,Kabab Corner,350,4.4,100,"Mughlai,North Indian",Nungambakkam,45
492,Karve Nagar,Pune,Nation 52,300,4.3,100,"North Indian,Chinese",Cummins College Road,61
493,Tangra,Kolkata,Sigree Global Grill,700,3.8,20,"North Indian,Biryani",Science City Area,77
494,Karve Nagar,Pune,Bhujbal Bandhu-Hotel Apulki,400,4.1,100,Maharashtrian,Karve Nagar,61
495,Chembur,Mumbai,Krishnaa Leela,450,4.3,100,"Street Food,North Indian,Chinese,Beverages,South Indian",Chembur Naka Chembur,45
496,Chembur,Mumbai,Kumar Lunch Home (Bar & Restaurant),400,3.7,20,"North Indian,Chinese,Punjabi,Biryani,Tandoor",Chembur,47
497,Chembur,Mumbai,Kings Snack Bar,500,3.9,100,"Mughlai,North Indian,Chinese",Chembur,53
498,Wanowrie,Pune,Hite Bar,200,4.3,100,Fast Food,Wanowrie,64
499,Chembur,Mumbai,Zaika,250,3.9,1000,"Mughlai,North Indian,Chinese,Biryani",Chembur,51
500,Machuabazar,Kolkata,Mushroom,500,4.4,50,"Indian,Chinese,Tandoor",Oposite Hedua Park,44
501,Shobhabazar,Kolkata,Fusion,500,4.6,100,"Indian,Chinese,Tandoor",Near Star Theatre,44
502,Shobhabazar,Kolkata,Lebanese Junction - Steak House,350,4.4,500,"Lebanese,Continental",Beside Star Theatre,50
503,Sector 3 Rohini,Delhi,Sahni Fish Corner,700,4.2,50,Indian,Sector-8,33
504,Bibwewadi,Pune,Koffee Villa,200,2.9,80,"Pizzas,Italian,Pastas",Lake Town Road,72
505,Kondhwa,Pune,Tahari House,200,4.4,100,North Indian,Kondhwa,62
506,Banashankari,Bangalore,Szechuan Dragon,500,4.1,500,"Chinese,Thai",Mount Joy Road,57
507,Ghatkopar West,Mumbai,Shloka Dining Bar,600,4.3,50,North Indian  Malwani  Continental  South Indian  Chinese  Asian  Mughlai,Lbs Marg,54
508,Basavanagudi,Bangalore,Cafe Mondo,500,4.4,50,"Pizzas,Italian",Armugam Circle,52
509,Ballygunge,Kolkata,Cafe Drifter,650,2.9,80,Continental,Vivekananda Park Area,78
510,T. Nagar,Chennai,Rottu Kadai Food Court,250,4.1,50,"Chettinad,South Indian",G. N. Chetty Road,68
511,Rohini,Delhi,Kukki Da Dhaba,300,4.2,50,North Indian,Rohini,55
512,Andheri East,Mumbai,Sai Fast Food & Chinese Corner,300,4.1,100,"Chinese,Fast Food",Marol Andheri East,56
513,Domlur,Bangalore,Suryawanshi,600,4.1,100,"Maharashtrian,Seafood",Double Road,54
514,T. Nagar,Chennai,Nasi Kandar Pelita,500,4.5,100,"North Indian,South Indian,Malaysian,Indian",Pondy Bazaar,67
515,Mohammed Wadi,Pune,Fabio Food Court,350,4.1,500,"Indian,Chinese,North Indian,Tandoor",Kondhwa,73
516,Rohini,Delhi,Oven Story Pizza,600,3.6,100,"Pizzas,Italian",Sector 8,47
517,Shivajinagar,Pune,Pizza Hut,350,3.9,100,"Pizzas,Fast Food",Opposite F C College,36
518,Vadapalani,Chennai,Ksg Queen Pizza,150,3.2,50,Fast Food,Subamangalam Complex,70
519,Bidhannagar,Kolkata,The Steak & Grill,1100,4.2,100,"Continental,European",Near Hit Wicket,65
520,Kurla West,Mumbai,Hotel Dashmesh Punjab,400,2.9,80,"Mughlai,Chinese,Seafood",Kurla,38
521,Sainik Vihar,Delhi,Punjabi'S Eating Hub,400,4.2,100,"Mughlai,North Indian",Anshul Tower,44
522,Chembur,Mumbai,Wok Hei,400,4.2,100,"Chinese,Asian,Thai,Tibetan,Mongolian,Combo,Vietnamese,Burmese,Pan-Asian",Chembur,55
523,Chembur,Mumbai,Hotel Grand Central,1100,4.5,100,"North Indian,Chinese,Seafood,Biryani,Asian",Chembur,48
524,Balavinayagar Nagar,Chennai,Hotel Arafa,400,4,100,"South Indian,Biryani,Kebabs",Arumbakkam,58
525,Thousand Lights,Chennai,Dhaba Estd 1986 Delhi,900,4.2,100,"Biryani,Hyderabadi,North Indian,Indian,Tandoor,Punjabi",Ispahani Center,52
526,Chembur,Mumbai,East End Deli,400,4.4,100,"Beverages,Desserts",Central Avenue Road,52
527,Indiranagar,Bangalore,Dhaba Estd 1986 Delhi,900,4.2,100,"Biryani,Hyderabadi,North Indian,Indian,Tandoor,Punjabi",12Th Main,58
528,Kothrud,Pune,The Oyster,900,2.9,80,"Continental,Chinese,North Indian",Mayur Colony,59
529,Koregaon Park,Pune,The Sassy Spoon,1200,4.3,50,"European,Continental,American,Fast Food,Asian,Desserts",Koregaon Park,62
530,Rohini,Delhi,Metro Grill,500,2.9,80,"North Indian,Chinese",Rohini,45
531,Dilsukhnagar,Hyderabad,The Shawarma'S,200,4.1,50,Lebanese,P And T Colony,47
532,Dilsukhnagar,Hyderabad,A-1 Chicken Pakoda,250,4.1,500,"Biryani,Chinese,Mughlai",Shalivahana Nagar,41
533,Chembur,Mumbai,Cafe Udipi,500,4.3,1000,"Street Food,North Indian,Chinese,South Indian",Chembur,45
534,Arumbakkam,Chennai,Achu'S Cakes & Bakes,150,2.9,80,Bakery,Arumbakkam,71
535,Vadapalani,Chennai,The Waterfall Restaurant,500,3.9,50,"Indian,Chinese,Andhra,Tandoor",Vadapalani,80
536,Tagore Garden Extension,Delhi,Imly,500,3.6,50,"Continental,South Indian,Street Food,Maharashtrian,Snacks,Mughlai,North Indian,Thalis,Desserts,Beverages,Sweets",Rajouri Garden,71
537,Krishna Park Tilak Nagar,Delhi,Khalsa Restaurant,300,4.1,500,"North Indian,Chinese",Tilak Nagar,73
538,Erandwane,Pune,Abhishek Non Veg Restaurant,800,4.3,100,"North Indian,Chinese,Seafood",Erandwane,40
539,Beleghata,Kolkata,Dinner House,500,4.4,100,"Indian,Chinese,Tandoor",Near Beleghata Police Station,57
540,Somajiguda,Hyderabad,Verandah-The Park Hyderabad,550,4,50,"Indian,Chinese,Biryani,Snacks,Desserts",Raj Bhavan Road,58
541,Pitam Pura,Delhi,Kesar (Sainik Vihar),400,4.2,500,"North Indian,Chinese,Fast Food",Pitampura,40
542,Choolaimedu,Chennai,Naga Reju Fast Food,300,4.3,500,"Naga,Chinese,Continental",Arumbakkam,52
543,Gokhalenagar,Pune,Vaibhav Restaurant,200,3.3,100,"North Indian,Chinese",Opposite Pune University,45
544,Lullanagar,Pune,Arkie'S Born Bakers,300,4.4,100,"Fast Food,Bakery",Bibvewadi,62
545,Nungambakkam,Chennai,Movenpick Ice Cream Boutique,500,4.5,20,"Ice Cream,Beverages,Desserts",Nungambakkam High Road,46
546,Kalighat,Kolkata,Bachan'S Tandoori Club,250,4.5,500,Tandoor,Near Rashbehari More,67
547,Kothrud,Pune,Gavkari,400,4.1,100,Maharashtrian,Paud Road,67
548,Sector 3 Rohini,Delhi,Pikwik Since 1991,600,4.1,500,"Indian,Chinese,Continental,Mexican,Asian",Rohini,34
549,Pitam Pura,Delhi,Culinaria By Pikwik,200,4.2,500,"North Indian,Continental,Home Food,Indian",Shakti Vihar,52
550,Kurla,Mumbai,Kesas,300,3.8,500,"Arabian,Lebanese,Pastas,American,Biryani,North Indian,Snacks,Chinese,Beverages",Tilak Nagar Chembur,35
551,Indiranagar,Bangalore,Nando'S,450,4.3,500,"Fast Food,Portuguese,African,Grill,Salads",Hal 2Nd Stage,53
552,Chembur,Mumbai,Aditya,850,4.2,50,Mughlai  North Indian  Chinese,Chembur,56
553,Banjara Hills,Hyderabad,Dunkin Donuts,250,4.3,500,"Desserts,Bakery,Beverages,Fast Food,Combo",Road No.1,52
554,Range Hills,Pune,The Chef'S Way Cafe,500,2.9,80,"Mexican,Italian,American,French",Aundh,59
555,Cit Nagar,Chennai,Dezire Sugar Free Health Cafe,150,4.4,50,"Bakery,Desserts,Sweets",T Nagar,69
556,Bidhannagar,Kolkata,Pappu Chaiwalla,200,4.3,100,Continental  Fast Food  North Indian  Street Food,Near City Centre,52
557,Chiriamore,Kolkata,Abar Khaboo,300,4,5000,"Chinese,Biryani,Indian,Oriental",Near Chiriamore Crossing,60
558,Sinthee,Kolkata,Foodpath,400,4.1,500,"Italian,Snacks,Chinese,Desserts,Ice Cream,Indian,Combo,Beverages,Kebabs,Healthy Food,Continental",Kali Charan Ghosh Road,74
559,Dum Dum,Kolkata,Sabita Restaurant,300,4,1000,"North Indian,Chinese,Bengali,Biryani,Indian,Tandoor",Near Indira Maidan,74
560,Kolkata,Kolkata,Gurudev Restaurant,300,4.3,500,"Indian,Chinese,South Indian,Biryani",Near Nagerbazar More,81
561,Banjara Hills,Hyderabad,Haiku,1500,4.4,100,"Japanese,Asian,Thai",Road No 12,75
562,Nampally,Hyderabad,Al-Tazaj Fried Chicken,200,4,20,"Italian,Beverages,Fast Food",Mallepally,51
563,Jayanagar,Bangalore,Gufha,1400,2.9,80,"North Indian,Biryani,Afghani",Diagonal Road,52
564,Kankurgachi,Kolkata,Hoppipola,1500,4.2,20,"Fast Food,Combo,Salads,Pizzas,Italian,Continental,European,Mediterranean,Desserts",Maniktala Main Road,61
565,Ashok Nagar,Bangalore,Hoppipola,600,2.9,80,"Fast Food,Combo,Salads,Pizzas,Italian,Continental,European,Mediterranean,Desserts",Church Street,34
566,Erandwane,Pune,Pk Biryani House Main Branch (Mhatre Bridge),400,4,500,"Biryani,Maharashtrian,North Indian,Seafood",Karve Nagar,40
567,Aundh,Pune,Polka Dots,1100,4.3,50,"North Indian,Mexican,Continental,Italian,Mediterranean,European",Westend Mall,77
568,Chetpet,Chennai,Cafe Adoniya,500,4.3,20,"Bakery,Fast Food,Desserts",Spurtank Road,46
569,Park Street Area,Kolkata,Sher-E-Punjab,500,4.3,100,"North Indian,Chinese",Opposite Kala Mandir,55
570,Saki Naka,Mumbai,Supreme Pizza Kitchen,350,2.9,80,"Pizzas,Italian,Pastas,Chinese",A.G. Link Road,50
571,Chembur,Mumbai,Le Cafe (Jewel Of Chembur),1200,4.3,100,"Mediterranean,Chinese,European,Continental,Lebanese,Italian",Natraj Cinema,52
572,Chembur,Mumbai,Via Bombay (Jewel Of Chembur),1000,4.3,50,"Indian,Asian,Oriental,Tandoor,Biryani,Desserts",Near Natraj Cinema,55
573,Kalina,Mumbai,Theeram,600,4.3,1000,Kerala,Church Road,38
574,Antop Hill,Mumbai,Khaana Khazana,400,4.1,20,North Indian  Chinese,Sm Road,54
575,Machuabazar,Kolkata,Royal Spoon,100,4.1,1000,Chinese,Near Hedua Park,43
576,Choolaimedu,Chennai,Cake Max,100,4.2,500,"Bakery,Desserts,Pizzas,Beverages",Arumbakkam,65
577,Maharshi Nagar,Pune,Vishwakamal,500,2.9,80,"North Indian,Chinese",Bibwewadi,53
578,Chembur,Mumbai,Lucky Restaurant (Chembur),500,4.3,100,"Biryani,North Indian,Kebabs,Chinese",Sion Trombay Road  Diamond Garden Chembur,49
579,Banjara Hills,Hyderabad,Flying Spaghetti Monster,1500,4.3,100,"Italian,Pizzas",Green Valley,76
580,Santacruz East,Mumbai,Two Star,600,4,20,"Mughlai,North Indian,Chinese,Seafood",Kalina Kurla Road,47
581,Himayatnagar,Hyderabad,Mcdonald'S,400,4.2,1000,"American,Fast Food",Himayat Nagar,33
582,Shivajinagar,Pune,Mcdonald'S,400,4.3,1000,"American,Fast Food",Jm Road,34
583,Mukti Nagar,Mumbai,Shivsu Chinese Restuarant,400,4.2,500,Chinese,Mumbai,52
584,Kalina,Mumbai,Smokin Joe'S,400,3.8,100,Pizzas,Kalina,35
585,Andheri East,Mumbai,Uttam Da Dhaba,550,4.3,100,"North Indian,Chinese,Seafood,Combo",Marol Maroshi Road,56
586,Central Bangalore,Bangalore,Domino'S Pizza,400,4.1,20,Pizzas,Rex Theater,30
587,Aundh,Pune,Cafe Old Skool,300,4.7,100,"Desserts,Cafe",Chaitraban Residency,61
588,Bidhannagar,Kolkata,The Orient,1000,4.2,100,"Chinese,Japanese,Thai,Burmese,Tibetan,Thalis",City Center 1 Mall,68
589,Ballygunge,Kolkata,Charcoal Grill,600,4.2,100,"Indian,Chinese,Seafood",Near Maa Flyover Park Circus,62
590,Kolkata,Kolkata,Just Baked,250,2.9,80,Desserts  Bakery  Sweets,Near Birla High School,54
591,Bidhannagar,Kolkata,Rendezvous - Monotel,500,4.4,20,"Italian,Chinese,Desserts,Continental,Indian",Near Wipro Gate 4,76
592,Dhankawadi,Pune,Cafe Momos,200,4.3,100,"Fast Food,Beverages",Katraj,66
593,Machuabazar,Kolkata,Zoya Biriyani,150,4,50,"Mughlai,Biryani",Near Vivekananda House,38
594,Bidhannagar,Kolkata,Courting Coffees,300,4.6,50,Continental,Near Island Number 8,74
595,Rohini,Delhi,Domino'S Pizza,400,4.3,500,Pizzas,Nn Mall Sector- 3,30
596,Kilpauk,Chennai,The Creams,200,4.4,100,"Bakery,Ice Cream,Desserts",Ormes Road,32
597,Khar West,Mumbai,Chef Kong,650,4,20,Chinese  Thai,Khar West  Mumbai,54
598,Kurla West,Mumbai,Domino'S Pizza,400,4,100,Pizzas,Near Sanagam Theatre,30
599,Nungambakkam,Chennai,Grill House,300,4,1000,"North Indian,Biryani,Kebabs,Indian,Grill,Juices,Seafood,Tandoor",Josier Street,58
600,Lullanagar,Pune,Sapna Pav Bhaji,300,4,100,"Maharashtrian,Street Food,Chinese,Beverages,Desserts",Kondhwa,59
601,Maniktala Main Rd,Kolkata,Appetizer,200,4,20,Fast Food,Maniktala Main Road Opposite Ekta Residency,61
602,Kalighat,Kolkata,Pappadam Coastal Delicacies,750,4.3,50,Coastal,Near Mudiali Club,79
603,Gobra,Kolkata,Fast Bite,250,4.4,20,Tandoor,Opp Hindu Gorosthan,67
604,Park Street Area,Kolkata,Jimmy'S Kitchen,1400,4.4,100,Chinese,Near Kala Mandir,56
605,Chembur,Mumbai,China Magic,350,2.9,80,Chinese,Rc Road,52
606,Behra Enclave Paschim Vihar,Delhi,Pakwan,300,3.7,1000,"Mughlai,North Indian,Chinese",Garg Plaza,46
607,Powai Area,Mumbai,Mahesh Lunch Home,900,4.3,100,"Seafood,Chinese,Mangalorean,Biryani",Powai Area,58
608,Powai,Mumbai,Mangalore Tadka,500,4.3,1000,"Chinese,Seafood,South Indian",Chandivali,50
609,Kalighat,Kolkata,Biryanishk By The Biryani Company,700,4.1,50,"Indian,Biryani",Near Mudiali,77
610,Entally,Kolkata,Zam Zam Restaurant,200,4.4,1000,"Mughlai,Biryani",Near Frank Anothony Public School,46
611,Santacruz West,Mumbai,Hot Seekh,220,4.1,50,Tandoor  Arabian  Grill  Lucknowi  Chinese  Indian  Beverages  Mughlai  Awadhi  Lebanese,Opposite Gulam Nabi Manzil,52
612,Powai,Mumbai,Sitaram Restaurant,450,4.4,50,Indian  Chinese  Seafood,Chandivali Farm Road,47
613,Koramangala,Bangalore,China Pearl,1100,4.5,1000,"Chinese,Asian",6Th Block,64
614,Jyothi Nagar,Hyderabad,Sindhura East Court,300,3.7,20,"North Indian,Chinese,South Indian,Tandoor",Raghavendra Nagar,65
615,Punjagutta,Hyderabad,Meridian Restaurant,400,4.1,5000,"Biryani,Chinese,North Indian,Kebabs",Panjagutta Main Road,53
616,Koramangala,Bangalore,Cafe Medley,450,3.6,20,"Desserts,American,Continental,Italian,Bakery,Beverages",5Th Block,65
617,Chennai,Chennai,Le Cafe Et Gateaux,400,4.1,50,"American,Bakery",Paper Mills Road,68
618,Pulikeshi Nagar,Bangalore,Aroma Of Asia,400,4.2,100,Chinese,Adams Corner,45
619,Vadgaon Budruk,Pune,Pk Dum Biryani House,350,4.1,500,"Biryani,North Indian,Maharashtrian",Narhe,77
620,Dhankawadi,Pune,Roll Point,200,3.6,50,Chinese,Dhankawadi,70
621,Matunga,Mumbai,New Punjab Restaurant & Bar (King Circle),750,4.3,20,Mughlai  North Indian  Chinese  Seafood,Bhaudaji Road,58
622,Taltala,Kolkata,Barista,350,4.1,20,"Beverages,Snacks,Desserts",Humayun Place,45
623,Chembur,Mumbai,Barista,350,4.3,50,"Beverages,Snacks,Desserts,Cafe",Garden Appartment,47
624,Khairtabad,Hyderabad,Barista,350,2.9,80,"Beverages,Snacks",Prasad I Max,58
625,Royapettah,Chennai,Salem Rr Restaurant,300,4.1,500,"North Indian,Chinese,South Indian,Biryani",Nungambakkam,41
626,Tarnaka,Hyderabad,Ayaan'S Bbq & Mataam Mandi,400,4.1,20,Arabian  Biryani  Mughlai,Tarnaka Main Road,67
627,Chembur,Mumbai,Krishna Lunch Home,500,2.9,80,"North Indian,Chinese,South Indian,Seafood",Chembur,57
628,Range Hills,Pune,Fish N Rolls,250,4.2,20,Seafood,Near Hdfc Bank Atm,59
629,Koregaon Park,Pune,Sassy Teaspoon,800,4.6,100,"Ice Cream,Desserts,Bakery",Koregaon Park,47
630,Karve Nagar,Pune,Red Chinese & Momos,200,3.8,50,Chinese,Karve Nagar,56
631,Kalyani Nagar,Pune,Mineority By Saby,600,2.9,80,"North Indian,Continental,Indian,Tandoor,Oriental,Chinese,Pastas,Pizzas",Kalyani Nagar,63
632,Bopodi,Pune,Saathee Restaurant & Bar,200,4,20,"North Indian,Chinese",Opposite Ganesh Temple Pune Behind Pune University,56
633,Sion,Mumbai,New Madras,650,4.3,20,Mughlai  North Indian  Chinese  South Indian,Sion West,45
634,Mehdipatnam,Hyderabad,Italian Pizzeria Creamato,400,4.2,50,"Italian,Desserts,American",Gudi Malkapur Road,56
635,Erandwane,Pune,Level 5 Bistro & Bar,600,4.4,50,"Continental,Pan-Asian,Italian,North Indian,Beverages",Near Sharada Centre,49
636,Bhowanipore,Kolkata,Asian Cloud Kitchen,400,4.7,50,"Chinese,Burmese,Thai",Near Rabindra Sadan Metro Station,67
637,Ultadanga,Kolkata,Diamond Hotel And Restaurant,350,4,100,Mughlai  Indian  Chinese  Tandoor,Near Bidhanagar Railway Station Autostand,53
638,Ruby Area  Kasba  East Kolkata Township,Kolkata,Street Cafe,250,2.9,80,American  Fast Food  Italian  Mexican  Beverages,East Kolkata Township,85
639,Anna Nagar,Chennai,Kolapasi Takeaway,300,4.1,100,"South Indian,Biryani",Anna Nagar East,62
640,Chetpet,Chennai,Hotel Rolex,400,3.9,100,"Biryani,Chinese,Desserts,Grill,Juices,Kebabs,North Indian,Seafood,Tandoor",Mcnichols Road,44
641,Rohini,Delhi,Kfc,400,4.3,100,"American,Snacks",District Centre Manglam Place,35
642,Banashankari,Bangalore,Just Bake - Bakery Desserts Cakes & Confectioners,400,3.9,50,Desserts,Hanumanthnagar,45
643,Lullanagar,Pune,Paul'S,300,2.9,80,"North Indian,Chinese",Kondhwa,65
644,Mundhwa,Pune,Shisha Jazz Cafe,600,2.9,80,"North Indian,Persian",Koregaon Park,61
645,Agarkar Nagar,Pune,Madhav Veg Non Veg,350,4.2,20,"North Indian,Chinese",Camp,37
646,Dhankawadi,Pune,Rk Biryani House,500,4,100,"North Indian,Biryani,Thalis,Kebabs,Maharashtrian,Malwani",Dhankawadi,71
647,Chetla,Kolkata,Bangali Bhoj,250,3.9,100,Bengali,Mahesh Dutta Lane More (From Aindra Mancha Hall),77
648,Toli Chowki,Hyderabad,Mr. Faddy,300,4.2,1000,American,Janaki Nagar Colony,65
649,Banjara Hills,Hyderabad,Aromas Of Asia,1000,4.1,50,"Pan-Asian,Chinese",Road No 1,62
650,Bhowanipore,Kolkata,Fabbrica,1200,4.3,100,Italian,Opposite Cream Centre,61
651,Central Kolkata,Kolkata,Kebab-E-Que - The Astor Hotel,1000,2.9,80,"Italian,Indian",Near Nightangle Hospital,68
652,Ashok Nagar,Pune,Symphony,300,4.6,100,"Indian,Chinese,Continental",Shivaji Nagar,49
653,Andheri East,Mumbai,Apna Dhaba,500,4.4,50,Indian,Near Marol Pipeline,55
654,Kalyani Nagar,Pune,Bread Story,200,4.3,50,Bakery,Kalyani Nagar,52
655,Tagore Garden Extension,Delhi,Satguru Tiffin Service,200,3.5,20,"North Indian,Chinese,Desserts,Fast Food",Tagore Garden,73
656,New Nallakunta,Hyderabad,Pista House,200,4.3,1000,"Bakery,Pizzas,Snacks,Desserts",Chikkadapalli Road,30
657,Ashok Nagar,Bangalore,Leon Grill,400,4.4,1000,"Arabian,Beverages,Desserts,American",St Mark'S Rd,32
658,Himayath Nagar,Hyderabad,Lazeez Khaana,350,2.9,80,"Chinese,Biryani,Mughlai,North Indian,Haleem",Railway Quarters,37
659,Redhills,Hyderabad,Cafe Niloufer Classic,150,4.5,1000,Bakery,Lakdikapul,35
660,Kothrud,Pune,Hotel Durga,300,4.5,500,Fast Food,Kothrud,45
661,Aundh,Pune,The Meal House,200,4.1,500,"Thalis,North Indian,Punjabi,Combo",Heera Kunj Building Opposite Hariompuram Society,60
662,Bhowanipore,Kolkata,Fnp Cakes,300,4.3,500,"Desserts,Bakery",Near Sambhunat Pandit Hospital,60
663,Jadavpur,Kolkata,Bawarchi Fast Food- Jadavpur,120,4.4,100,Fast Food,Near 8B Bus Stand,81
664,T. Nagar,Chennai,Latitude - The Park,1400,2.9,80,"Salads,Desserts,Italian,Juices,Beverages,Grill",Nungambakkam,84
665,Andheri East,Mumbai,Minks - The Nagpur Saoji Treat,450,3.7,50,"Maharashtrian,Indian,Beverages",Marol Maroshi Road,56
666,Pitam Pura,Delhi,Subs N Shakes,250,3.5,50,"American,Salads,Beverages,Mexican,Desserts,Chinese,Combo",Pitampura,56
667,Banjara Hills,Hyderabad,Sahib Sindh Sultan,1000,4.2,50,"North Indian,Biryani",City Center Mall,66
668,Bandra West,Mumbai,Bandra Grillz,350,2.9,80,Chinese  Lebanese  Kebabs  Mughlai  Indian,Santacruz West,54
669,Kalyani Nagar,Pune,Elephant & Co.,1100,4,20,"Continental,Pizzas,American,Italian",Goodwill Enclave Kalyani Nagar,72
670,Rasta Peth,Pune,Cinnamon By Shantai,600,4.4,20,"North Indian,Chinese,Continental",Rasta Peth,46
671,Taltala,Kolkata,Jimmy'S Restaurant,1200,4.4,20,Chinese,Near Simpark Mall,52
672,Kolkata,Kolkata,Banglar Rannaghar,300,4,1000,"Bengali,Indian,Chinese",Near Kamala Chatterjee School,76
673,Selimpur,Kolkata,Marhaba,400,4.2,50,"Mughlai,Indian,Tandoor,Biryani",Opp. Jodhpur Park Post Office,81
674,Egmore,Chennai,City Sqaure Cafeteria,300,4,100,"Arabian,Ice Cream,Beverages,Desserts",Casa Major Road,33
675,South Dumdum,Kolkata,Food Junction,300,4,500,"Indian,Chinese,Tandoor,Biryani,Combo,Snacks",Near Uco Bank (Dakshinpara Branch),81
